postal_code,post_office,post_office_bn,upazila,upazila_bn,district,district_bn,division,division_bn
4430,Mahalchhari,মহালছড়ি,Mahalchhari,মহালছড়ি,Khagrachhari,খাগড়াছড়ি,Chattogram,চট্টগ্রাম
4460,Manikchhari,মানিকছড়ি,Manikchhari,মানিকছড়ি,Khagrachhari,খাগড়াছড়ি,Chattogram,চট্টগ্রাম
4450,Matiranga,মাটিরাঙ্গা,Matiranga,মাটিরাঙ্গা,Khagrachhari,খাগড়াছড়ি,Chattogram,চট্টগ্রাম
4410,Panchhari,পানছড়ি,Panchhari,পানছড়ি,Khagrachhari,খাগড়াছড়ি,Chattogram,চট্টগ্রাম
4440,Ramghar Head Office,রামঘর হেড অফিস,Ramghar Head Office,রামঘর হেড অফিস,Khagrachhari,খাগড়াছড়ি,Chattogram,চট্টগ্রাম
3730,Char Alexgander,চর আলেকজান্ডার,Char Alexgander,চর আলেকজান্ডার,Lakshmipur,লক্ষ্মীপুর,Chattogram,চট্টগ্রাম
3731,Hajirghat,হাজীরঘাট,Char Alexgander,চর আলেকজান্ডার,Lakshmipur,লক্ষ্মীপুর,Chattogram,চট্টগ্রাম
3732,Ramgatirhat,রামগতিরহাট,Char Alexgander,চর আলেকজান্ডার,Lakshmipur,লক্ষ্মীপুর,Chattogram,চট্টগ্রাম
3709,Amani Lakshimpur,আমানী লক্ষীপুর,Lakshimpur Sadar,লক্ষীপুর সদর,Lakshmipur,লক্ষ্মীপুর,Chattogram,চট্টগ্রাম
3702,Bhabaniganj,ভবানীগঞ্জ,Lakshimpur Sadar,লক্ষীপুর সদর,Lakshmipur,লক্ষ্মীপুর,Chattogram,চট্টগ্রাম
3708,Chandraganj,চন্দ্রগঞ্জ,Lakshimpur Sadar,লক্ষীপুর সদর,Lakshmipur,লক্ষ্মীপুর,Chattogram,চট্টগ্রাম
3707,Choupalli,চৌপল্লী,Lakshimpur Sadar,লক্ষীপুর সদর,Lakshmipur,লক্ষ্মীপুর,Chattogram,চট্টগ্রাম
3701,Dalal Bazar,দালাল বাজার,Lakshimpur Sadar,লক্ষীপুর সদর,Lakshmipur,লক্ষ্মীপুর,Chattogram,চট্টগ্রাম
3706,Duttapara,দত্তের কাছে,Lakshimpur Sadar,লক্ষীপুর সদর,Lakshmipur,লক্ষ্মীপুর,Chattogram,চট্টগ্রাম
3704,Keramatganj,কেরামতগঞ্জ,Lakshimpur Sadar,লক্ষীপুর সদর,Lakshmipur,লক্ষ্মীপুর,Chattogram,চট্টগ্রাম
3700,Lakshimpur Sadar,লক্ষীপুর সদর,Lakshimpur Sadar,লক্ষীপুর সদর,Lakshmipur,লক্ষ্মীপুর,Chattogram,চট্টগ্রাম
3703,Mandari,আদেশ করা,Lakshimpur Sadar,লক্ষীপুর সদর,Lakshmipur,লক্ষ্মীপুর,Chattogram,চট্টগ্রাম
3705,Rupchara,রূপছড়া,Lakshimpur Sadar,লক্ষীপুর সদর,Lakshmipur,লক্ষ্মীপুর,Chattogram,চট্টগ্রাম
3721,Alipur,আলীপুর,Ramganj,রামগঞ্জ,Lakshmipur,লক্ষ্মীপুর,Chattogram,চট্টগ্রাম
3725,Dolta,দোলতা,Ramganj,রামগঞ্জ,Lakshmipur,লক্ষ্মীপুর,Chattogram,চট্টগ্রাম
3723,Kanchanpur,কাঞ্চনপুর,Ramganj,রামগঞ্জ,Lakshmipur,লক্ষ্মীপুর,Chattogram,চট্টগ্রাম
3724,Naagmud,নাগমুদ,Ramganj,রামগঞ্জ,Lakshmipur,লক্ষ্মীপুর,Chattogram,চট্টগ্রাম
3722,Panpara,পানপাড়া,Ramganj,রামগঞ্জ,Lakshmipur,লক্ষ্মীপুর,Chattogram,চট্টগ্রাম
3720,Ramganj,রামগঞ্জ,Ramganj,রামগঞ্জ,Lakshmipur,লক্ষ্মীপুর,Chattogram,চট্টগ্রাম
3714,Bhuabari,ভুবারি,Raypur,রায়পুর,Lakshmipur,লক্ষ্মীপুর,Chattogram,চট্টগ্রাম
3713,Haydarganj,হায়দরগঞ্জ,Raypur,রায়পুর,Lakshmipur,লক্ষ্মীপুর,Chattogram,চট্টগ্রাম
3712,Nagerdighirpar,নগরদীঘিরপাড়,Raypur,রায়পুর,Lakshmipur,লক্ষ্মীপুর,Chattogram,চট্টগ্রাম
3711,Rakhallia,রাখাল্লিয়া,Raypur,রায়পুর,Lakshmipur,লক্ষ্মীপুর,Chattogram,চট্টগ্রাম
3710,Raypur,রায়পুর,Raypur,রায়পুর,Lakshmipur,লক্ষ্মীপুর,Chattogram,চট্টগ্রাম
3850,Basur Hat,বসুর হাট,Basurhat,বসুরহাট,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3851,Charhajari,চরহাজারী,Basurhat,বসুরহাট,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3831,Alaiarpur,আলাইয়ারপুর,Begumganj,বেগমগঞ্জ,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3847,Amisha Para,Amisha Para,Begumganj,বেগমগঞ্জ,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3822,Banglabazar,বাংলাবাজার,Begumganj,বেগমগঞ্জ,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3824,Bazra,বজরা,Begumganj,বেগমগঞ্জ,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3820,Begumganj,বেগমগঞ্জ,Begumganj,বেগমগঞ্জ,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3837,Bhabani Jibanpur,Bhabani Jibanpur,Begumganj,বেগমগঞ্জ,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3821,Choumohani,চৌমুহনী,Begumganj,বেগমগঞ্জ,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3843,Dauti,দাউতি,Begumganj,বেগমগঞ্জ,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3848,Durgapur,দুর্গাপুর,Begumganj,বেগমগঞ্জ,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3828,Gopalpur,গোপালপুর,Begumganj,বেগমগঞ্জ,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3825,Jamidar Hat,জমিদার হাট,Begumganj,বেগমগঞ্জ,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3844,Joyag,জয়াগ,Begumganj,বেগমগঞ্জ,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3829,Joynarayanpur,জয়নারায়ণপুর,Begumganj,বেগমগঞ্জ,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3833,Khalafat Bazar,খেলাফত বাজার,Begumganj,বেগমগঞ্জ,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3842,Khalishpur,খালিশপুর,Begumganj,বেগমগঞ্জ,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3838,Maheshganj,মহেশগঞ্জ,Begumganj,বেগমগঞ্জ,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3823,Mir Owarishpur,মীর আওয়ারিশপুর,Begumganj,বেগমগঞ্জ,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3839,Nadona,নাদোনা,Begumganj,বেগমগঞ্জ,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3841,Nandiapara,নান্দিয়াপাড়া,Begumganj,বেগমগঞ্জ,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3835,Oachhekpur,ওচেকপুর,Begumganj,বেগমগঞ্জ,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3834,Rajganj,রাজগঞ্জ,Begumganj,বেগমগঞ্জ,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3827,Sonaimuri,সোনাইমুড়ি,Begumganj,বেগমগঞ্জ,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3832,Tangirpar,টাঙ্গিরপাড়,Begumganj,বেগমগঞ্জ,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3845,Thanar Hat,Thanar Hat,Begumganj,বেগমগঞ্জ,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3879,Bansa Bazar,দেশের বাজার,Chatkhil,চাটখিল,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3873,Bodalcourt,বোদালকোর্ট,Chatkhil,চাটখিল,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3870,Chatkhil,চাটখিল,Chatkhil,চাটখিল,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3878,Dosh Gharia,দশঘরিয়া,Chatkhil,চাটখিল,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3877,Karihati,বড়দিন,Chatkhil,চাটখিল,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3872,Khilpara,খিলপাড়া,Chatkhil,চাটখিল,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3871,Palla,পাল্লা,Chatkhil,চাটখিল,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3874,Rezzakpur,রাজ্জাকপুর,Chatkhil,চাটখিল,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3881,Sahapur,সাহাপুর,Chatkhil,চাটখিল,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3882,Sampara,সম্পারা,Chatkhil,চাটখিল,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3883,Shingbahura,শিংবাহুরা,Chatkhil,চাটখিল,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3875,Solla,সোল্লা,Chatkhil,চাটখিল,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3891,Afazia,আফাজিয়া,Hatiya,হাতিয়া,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3890,Hatiya,হাতিয়া,Hatiya,হাতিয়া,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3892,Tamoraddi,তামোরদ্দি,Hatiya,হাতিয়া,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3811,Chaprashir Hat,চাপরাশির হাট,Noakhali Sadar,নোয়াখালী সদর,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3812,Char Jabbar,চর জব্বার,Noakhali Sadar,নোয়াখালী সদর,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3809,Charam Tua,চরাম তুয়া,Noakhali Sadar,নোয়াখালী সদর,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3803,Din Monir Hat,দিন মনির হাট,Noakhali Sadar,নোয়াখালী সদর,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3807,Kabirhat,কবিরহাট,Noakhali Sadar,নোয়াখালী সদর,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3808,Khalifar Hat,খলিফার হাট,Noakhali Sadar,নোয়াখালী সদর,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3806,Mriddarhat,মৃধারহাট,Noakhali Sadar,নোয়াখালী সদর,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3801,Noakhali College,Noakhali College,Noakhali Sadar,নোয়াখালী সদর,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3800,Noakhali Sadar,নোয়াখালী সদর,Noakhali Sadar,নোয়াখালী সদর,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3804,Pak Kishoreganj,পাক কিশোরগঞ্জ,Noakhali Sadar,নোয়াখালী সদর,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3802,Sonapur,সোনাপুর,Noakhali Sadar,নোয়াখালী সদর,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3862,Beezbag,বিজবাগ,Senbag,সেনবাগ,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3864,Chatarpaia,চাতারপাইয়া,Senbag,সেনবাগ,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3861,Kallyandi,কাল্যান্ডী,Senbag,সেনবাগ,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3863,Kankirhat,আপনি,Senbag,সেনবাগ,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3860,Senbag,সেনবাগ,Senbag,সেনবাগ,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
3865,T.P. Lamua,টি.পি. লামুয়া,Senbag,সেনবাগ,Noakhali,নোয়াখালী,Chattogram,চট্টগ্রাম
4570,Barakal,বরকল,Barakal,বরকল,Rangamati,রাঙ্গামাটি,Chattogram,চট্টগ্রাম
4550,Bilaichhari,বিলাইছড়ি,Bilaichhari,বিলাইছড়ি,Rangamati,রাঙ্গামাটি,Chattogram,চট্টগ্রাম
4560,Jarachhari,জুরাছড়ি,Jarachhari,জুরাছড়ি,Rangamati,রাঙ্গামাটি,Chattogram,চট্টগ্রাম
